 Date_time,        Date,               Min_N,              Humus_N,            Humus_C,                Manure_N,           Manure_C,           Litter_N,           Litter_C,             OM_CO2_C,              Root_CO2_C,         Ammon_N,            All_N,                All_C,                 water,             Denitr,             CFlux,              Mul_CARB_N,            Mul_CELL_N,         Mul_LIGN_N,           Tot_res_N,          Mul_Thick,          Mul_Mass,               Mul_CNR,
  37177.0000,  10/13/2001,              0.0000,           4711.9922,          51926.1250,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,           4711.9922,          51926.1250,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37178.0000,  10/14/2001,              7.6629,           4711.9619,          51925.7656,              0.0000,              0.0000,              0.0000,              0.0000,              0.3707,              0.0000,              0.0336,           4719.6582,          51926.1406,            275.6442,              0.0000,             -0.0264,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37179.0000,  10/15/2001,              7.6366,           4711.9351,          51925.4688,              0.0000,              0.0000,              0.0000,              0.0000,              0.3260,              0.0000,              0.0632,           4719.6353,          51925.7930,            269.5906,              0.0000,             -0.0526,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37180.0000,  10/16/2001,              7.6118,           4711.9111,          51925.1797,              0.0000,              0.0000,              0.0000,              0.0000,              0.3081,              0.0000,              0.0912,           4719.6143,          51925.4883,            263.7047,              0.0000,             -0.0774,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37181.0000,  10/17/2001,              7.5892,           4711.8916,          51924.9414,              0.0000,              0.0000,              0.0000,              0.0000,              0.2972,              0.0000,              0.1182,           4719.5991,          51925.2422,            258.0228,              0.0000,             -0.1000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37182.0000,  10/18/2001,              7.5685,           4711.8691,          51924.6797,              0.0000,              0.0000,              0.0000,              0.0000,              0.2900,              0.0000,              0.1445,           4719.5820,          51924.9688,            252.4776,              0.0000,             -0.1208,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37183.0000,  10/19/2001,              7.5498,           4711.8506,          51924.4375,              0.0000,              0.0000,              0.0000,              0.0000,              0.2854,              0.0000,              0.1704,           4719.5708,          51924.7227,            247.0657,              0.0000,             -0.1394,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37184.0000,  10/20/2001,              7.5333,           4711.8306,          51924.1914,              0.0000,              0.0000,              0.0000,              0.0000,              0.2826,              0.0000,              0.1960,           4719.5601,          51924.4766,            241.8597,              0.0000,             -0.1560,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37185.0000,  10/21/2001,              7.5183,           4711.8135,          51923.9336,              0.0000,              0.0000,              0.0000,              0.0000,              0.2808,              0.0000,              0.2215,           4719.5532,          51924.2148,            236.7684,              0.0000,             -0.1709,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
  37186.0000,  10/22/2001,              7.5048,           4711.7974,          51923.7031,              0.0000,              0.0000,              0.0000,              0.0000,              0.2797,              0.0000,              0.2469,           4719.5488,          51923.9805,            231.8606,              0.0000,             -0.1845,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000,              0.0000
